,"label","color","shape","score","decision","comment"
22,"uneven road","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
23,"uneven road","red","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
24,"uneven road","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
25,"uneven road","blue","triangle",0.8,"True","{""anomaly"": 0.8}<|eot_id|>"
26,"uneven road","blue","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
27,"uneven road","blue","square",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
28,"uneven road","blue","octagon",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
29,"uneven road","blue","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
30,"uneven road","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
31,"uneven road","yellow","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
32,"uneven road","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
33,"uneven road","yellow","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
34,"uneven road","yellow","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
35,"uneven road","white","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
36,"uneven road","white","circle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
37,"uneven road","white","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
38,"uneven road","white","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
39,"uneven road","white","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
40,"priority road","red","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
41,"priority road","red","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
42,"priority road","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
43,"priority road","red","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
44,"priority road","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
45,"priority road","blue","triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
46,"priority road","blue","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
47,"priority road","blue","square",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
48,"priority road","blue","octagon",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
49,"priority road","blue","inverse_triangle",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
50,"priority road","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
51,"priority road","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
52,"priority road","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
53,"priority road","yellow","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
54,"priority road","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
55,"priority road","white","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
56,"priority road","white","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
57,"priority road","white","square",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
58,"priority road","white","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
59,"priority road","white","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
60,"bend right","red","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
61,"bend right","red","circle",0.8,"True","{""anomaly"": 0.8}<|eot_id|>"
62,"bend right","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
63,"bend right","red","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
64,"bend right","red","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
65,"bend right","blue","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
66,"bend right","blue","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
67,"bend right","blue","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
68,"bend right","blue","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
69,"bend right","blue","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
70,"bend right","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
71,"bend right","yellow","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
72,"bend right","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
73,"bend right","yellow","octagon",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
74,"bend right","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
75,"bend right","white","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
76,"bend right","white","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
77,"bend right","white","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
78,"bend right","white","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
79,"bend right","white","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
80,"keep left","red","triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
81,"keep left","red","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
82,"keep left","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
83,"keep left","red","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
84,"keep left","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
85,"keep left","blue","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
86,"keep left","blue","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
87,"keep left","blue","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
88,"keep left","blue","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
89,"keep left","blue","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
90,"keep left","yellow","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
91,"keep left","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
92,"keep left","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
93,"keep left","yellow","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
94,"keep left","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
95,"keep left","white","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
96,"keep left","white","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
97,"keep left","white","square",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
98,"keep left","white","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
99,"keep left","white","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
100,"animals","red","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
101,"animals","red","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
102,"animals","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
103,"animals","red","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
104,"animals","red","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
105,"animals","blue","triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
106,"animals","blue","circle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
107,"animals","blue","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
108,"animals","blue","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
109,"animals","blue","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
110,"animals","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
111,"animals","yellow","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
112,"animals","yellow","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
113,"animals","yellow","octagon",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
114,"animals","yellow","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
115,"animals","white","triangle",0.8,"True","{""anomaly"": 0.8}<|eot_id|>"
116,"animals","white","circle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
117,"animals","white","square",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
118,"animals","white","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
119,"animals","white","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
120,"go straight","red","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
121,"go straight","red","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
122,"go straight","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
123,"go straight","red","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
124,"go straight","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
125,"go straight","blue","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
126,"go straight","blue","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
127,"go straight","blue","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
128,"go straight","blue","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
129,"go straight","blue","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
130,"go straight","yellow","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
131,"go straight","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
132,"go straight","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
133,"go straight","yellow","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
134,"go straight","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
135,"go straight","white","triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
136,"go straight","white","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
137,"go straight","white","square",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
138,"go straight","white","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
139,"go straight","white","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
140,"roundabout","red","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
141,"roundabout","red","circle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
142,"roundabout","red","square",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
143,"roundabout","red","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
144,"roundabout","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
145,"roundabout","blue","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
146,"roundabout","blue","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
147,"roundabout","blue","square",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
148,"roundabout","blue","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
149,"roundabout","blue","inverse_triangle",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
150,"roundabout","yellow","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
151,"roundabout","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
152,"roundabout","yellow","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
153,"roundabout","yellow","octagon",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
154,"roundabout","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
155,"roundabout","white","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
156,"roundabout","white","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
157,"roundabout","white","square",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
158,"roundabout","white","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
159,"roundabout","white","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
160,"danger","red","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
161,"danger","red","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
162,"danger","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
163,"danger","red","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
164,"danger","red","inverse_triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
165,"danger","blue","triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
166,"danger","blue","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
167,"danger","blue","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
168,"danger","blue","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
169,"danger","blue","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
170,"danger","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
171,"danger","yellow","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
172,"danger","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
173,"danger","yellow","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
174,"danger","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
175,"danger","white","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
176,"danger","white","circle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
177,"danger","white","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
178,"danger","white","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
179,"danger","white","inverse_triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
180,"snow","red","triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
181,"snow","red","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
182,"snow","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
183,"snow","red","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
184,"snow","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
185,"snow","blue","triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
186,"snow","blue","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
187,"snow","blue","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
188,"snow","blue","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
189,"snow","blue","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
190,"snow","yellow","triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
191,"snow","yellow","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
192,"snow","yellow","square",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
193,"snow","yellow","octagon",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
194,"snow","yellow","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
195,"snow","white","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
196,"snow","white","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
197,"snow","white","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
198,"snow","white","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
199,"snow","white","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
200,"speed limit 80","red","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
201,"speed limit 80","red","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
202,"speed limit 80","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
203,"speed limit 80","red","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
204,"speed limit 80","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
205,"speed limit 80","blue","triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
206,"speed limit 80","blue","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
207,"speed limit 80","blue","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
208,"speed limit 80","blue","octagon",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
209,"speed limit 80","blue","inverse_triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
210,"speed limit 80","yellow","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
211,"speed limit 80","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
212,"speed limit 80","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
213,"speed limit 80","yellow","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
214,"speed limit 80","yellow","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
215,"speed limit 80","white","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
216,"speed limit 80","white","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
217,"speed limit 80","white","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
218,"speed limit 80","white","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
219,"speed limit 80","white","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
220,"restriction ends","red","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
221,"restriction ends","red","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
222,"restriction ends","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
223,"restriction ends","red","octagon",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
224,"restriction ends","red","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
225,"restriction ends","blue","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
226,"restriction ends","blue","circle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
227,"restriction ends","blue","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
228,"restriction ends","blue","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
229,"restriction ends","blue","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
230,"restriction ends","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
231,"restriction ends","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
232,"restriction ends","yellow","square",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
233,"restriction ends","yellow","octagon",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
234,"restriction ends","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
235,"restriction ends","white","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
236,"restriction ends","white","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
237,"restriction ends","white","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
238,"restriction ends","white","octagon",0.8,"True","{""anomaly"": 0.8}<|eot_id|>"
239,"restriction ends","white","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
240,"speed limit 20","red","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
241,"speed limit 20","red","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
242,"speed limit 20","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
243,"speed limit 20","red","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
244,"speed limit 20","red","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
245,"speed limit 20","blue","triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
246,"speed limit 20","blue","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
247,"speed limit 20","blue","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
248,"speed limit 20","blue","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
249,"speed limit 20","blue","inverse_triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
250,"speed limit 20","yellow","triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
251,"speed limit 20","yellow","circle",0.8,"True","{""anomaly"": 0.8}<|eot_id|>"
252,"speed limit 20","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
253,"speed limit 20","yellow","octagon",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
254,"speed limit 20","yellow","inverse_triangle",0.95,"True","{""anomaly"": 0.95}<|eot_id|>"
255,"speed limit 20","white","triangle",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
256,"speed limit 20","white","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
257,"speed limit 20","white","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
258,"speed limit 20","white","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
259,"speed limit 20","white","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
260,"traffic signal","red","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
261,"traffic signal","red","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
262,"traffic signal","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
263,"traffic signal","red","octagon",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
264,"traffic signal","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
265,"traffic signal","blue","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
266,"traffic signal","blue","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
267,"traffic signal","blue","square",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
268,"traffic signal","blue","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
269,"traffic signal","blue","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
270,"traffic signal","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
271,"traffic signal","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
272,"traffic signal","yellow","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
273,"traffic signal","yellow","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
274,"traffic signal","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
275,"traffic signal","white","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
276,"traffic signal","white","circle",0.8,"True","{""anomaly"": 0.8}<|eot_id|>"
277,"traffic signal","white","square",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
278,"traffic signal","white","octagon",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
279,"traffic signal","white","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
280,"cycles crossing","red","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
281,"cycles crossing","red","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
282,"cycles crossing","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
283,"cycles crossing","red","octagon",1,"True","{""anomaly"": 0.9999999999999999}<|eot_id|>"
284,"cycles crossing","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
285,"cycles crossing","blue","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
286,"cycles crossing","blue","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
287,"cycles crossing","blue","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
288,"cycles crossing","blue","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
289,"cycles crossing","blue","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
290,"cycles crossing","yellow","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
291,"cycles crossing","yellow","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
292,"cycles crossing","yellow","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
293,"cycles crossing","yellow","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
294,"cycles crossing","yellow","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
295,"cycles crossing","white","triangle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
296,"cycles crossing","white","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
297,"cycles crossing","white","square",0.999,"True","{""anomaly"": 0.999}<|eot_id|>"
298,"cycles crossing","white","octagon",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
299,"cycles crossing","white","inverse_triangle",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
300,"speed limit 70","red","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
301,"speed limit 70","red","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
302,"speed limit 70","red","square",1,"True","{""anomaly"": 1.0}<|eot_id|>"
303,"speed limit 70","red","octagon",1,"True","{""anomaly"": 1.0}<|eot_id|>"
304,"speed limit 70","red","inverse_triangle",1,"True","{""anomaly"": 1.0}<|eot_id|>"
305,"speed limit 70","blue","triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
306,"speed limit 70","blue","circle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
307,"speed limit 70","blue","square",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
308,"speed limit 70","blue","octagon",1,"True","{""anomaly"": 0.9999999999999999}<|eot_id|>"
309,"speed limit 70","blue","inverse_triangle",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
310,"speed limit 70","yellow","triangle",0.9999,"True","{""anomaly"": 0.9999}<|eot_id|>"
311,"speed limit 70","yellow","circle",0,"False","{""anomaly"": 0.0}<|eot_id|>"
312,"speed limit 70","yellow","square",0.9,"True","{""anomaly"": 0.9}<|eot_id|>"
